0, 0, 0, 0
8, 143, 188, 143
16, 60, 179, 113
24, 32, 178, 170
32, 46, 139, 87
40, 128, 128, 0
48, 85, 107, 47
56, 107, 142, 35
64, 154, 205, 50
72, 151, 204, 111
80, 160, 214, 190
88, 124, 201, 165
100, 165, 212, 153
